-1.0,4.811324760044683e-16
-0.9997999799979999,-9.901878413885226e-05
-0.9995999599959996,-0.00019802961099946243
-0.9993999399939995,-0.0002970242682248681
-0.9991999199919992,-0.00039599401572944654
-0.998999899989999,-0.0004949292758143893
-0.9987998799879988,-0.0005938192617940543
-0.9985998599859987,-0.0006926515128680701
-0.9983998399839984,-0.0007914112900380136
-0.9981998199819982,-0.0008900807669873746
-0.997999799979998,-0.0009886379161911552
-0.9977997799779978,-0.001087054934999682
-0.9975997599759976,-0.001185295963016577
-0.9973997399739974,-0.0012833136798147758
-0.9971997199719972,-0.0013810440812269994
-0.996999699969997,-0.001478398192461832
-0.9967996799679968,-0.001575248434548687
-0.9965996599659966,-0.001671405274632761
-0.9963996399639964,-0.0017665754794791253
-0.9961996199619962,-0.001860284286066148
-0.995999599959996,-0.001951725947171599
-0.9957995799579958,-0.002039480651058303
-0.9955995599559956,-0.002121057575602356
-0.9953995399539954,-0.0021926861139687204
-0.9951995199519952,-0.0022523525654532285
-0.994999499949995,-0.00231710764586093
-0.9947994799479948,-0.002468864747263502
-0.9945994599459946,-0.002858154404826201
-0.9943994399439944,-0.0033740396144943175
-0.9941994199419942,-0.003221376261588591
-0.993999399939994,-0.002480457750495285
-0.9937993799379938,-0.003265727506748602
-0.9935993599359936,-0.0036094096560285514
-0.9933993399339934,-0.002695441039486586
-0.9931993199319932,-0.004139379837208145
-0.992999299929993,-0.0027838362099093157
-0.9927992799279928,-0.004392849533517262
-0.9925992599259926,-0.0029098864588843983
-0.9923992399239924,-0.004582442253536286
-0.9921992199219922,-0.0033836914035444395
-0.991999199919992,-0.004035196952876954
-0.9917991799179918,-0.004735542905162062
-0.9915991599159916,-0.0032295631418870025
-0.9913991399139914,-0.004874690912670174
-0.9911991199119912,-0.004886922676788916
-0.990999099909991,-0.003421210355274029
-0.9907990799079908,-0.004899347834152797
-0.9905990599059906,-0.005715951053299133
-0.9903990399039904,-0.0040491659820470535
-0.9901990199019902,-0.004024109684492993
-0.98999899989999,-0.005924982137815298
-0.9897989798979898,-0.006030572034020747
-0.9895989598959896,-0.004337675142441719
-0.9893989398939894,-0.004111116686235299
-0.9891989198919892,-0.00588396160160019
-0.988998899889989,-0.006957052132436692
-0.9887988798879888,-0.0058886425174082485
-0.9885988598859886,-0.004361995230925324
